id,student_id,date,duration_min,amount
02107581,cb66988c,2025-06-12,60,20.0
614f2e05,08833181,2025-06-12,60,20.0
f392165b,ccaa9360,2025-06-12,60,20.0
6a9dc0a0,cb66988c,2025-06-13,60,20.0
16e33819,e84c04a2,2025-06-13,60,23.0
69b9c31e,54be4918,2025-06-13,60,18.0
bfdf28c0,d5147f4d,2025-06-13,60,18.0
cbfc011f,8b3d34f1,2025-06-14,60,23.0
5f57356b,08833181,2025-06-14,60,20.0
0ed872d0,1567ee4d,2025-06-14,60,23.0
7f646c22,8b3d34f1,2025-06-13,60,23.0
52e13787,c6a97e66,2025-06-13,60,23.0
4f99c7d6,b22bf300,2025-06-13,60,23.0
6120bb8d,0ce53445,2025-06-13,60,20.0
47de5f90,b22bf300,2025-06-14,60,23.0
ca8d1eba,0ce53445,2025-06-14,60,20.0
b9454934,8b3d34f1,2025-06-16,60,23.0
ad94ece7,54be4918,2025-06-16,60,18.0
9b7270f5,8b3d34f1,2025-06-17,60,23.0
0c55ad1d,b87a0d16,2025-06-17,60,23.0
9e8b841a,0ce53445,2025-06-17,60,20.0
87f1457e,54be4918,2025-06-17,60,18.0
51ca0880,8b3d34f1,2025-06-18,60,23.0
78d23085,0ce53445,2025-06-18,60,20.0
b7fc04ca,956cdba5,2025-06-18,60,23.0
77fcfd03,adbf6b6c,2025-06-18,60,23.0
35ac9c97,3b55f071,2025-06-18,60,20.0
3c5531ec,54be4918,2025-06-18,60,18.0
fdf5092c,ef18c8b8,2025-06-18,60,18.0
6cb77930,ccaa9360,2025-06-18,60,20.0
d8b8d47a,8b3d34f1,2025-06-19,60,23.0
e2351107,b87a0d16,2025-06-19,60,23.0
71aa72b4,ef18c8b8,2025-06-19,60,18.0
e220c281,0ce53445,2025-06-19,60,20.0
238e494b,08833181,2025-06-19,60,20.0
04cf1bfd,d5147f4d,2025-06-19,60,18.0
11008fd4,b22bf300,2025-06-19,60,23.0
9b5cd8e8,ef18c8b8,2025-06-20,60,18.0
f9c796f9,adbf6b6c,2025-06-20,60,23.0
626180fa,3b55f071,2025-06-20,60,20.0
edc919b8,0ce53445,2025-06-20,60,20.0
d6591796,08833181,2025-06-20,60,20.0
7f27a776,cb66988c,2025-06-20,60,20.0
9aee03c4,b22bf300,2025-06-20,60,23.0
8960c552,c6a97e66,2025-06-21,60,23.0
5d930751,08833181,2025-06-21,60,20.0
3219d853,d5147f4d,2025-06-21,60,18.0
81571510,0ce53445,2025-06-17,60,20.0
d053392e,8b3d34f1,2025-06-23,60,23.0
48eaf451,c6a97e66,2025-06-23,60,23.0
37ed164d,956cdba5,2025-06-23,60,23.0
3c8d2466,1567ee4d,2025-06-23,60,23.0
0292a817,54be4918,2025-06-23,60,18.0
02c8b5eb,d93e874c,2025-06-23,60,23.0
a072a6b5,b22bf300,2025-06-23,60,23.0
d7708237,08833181,2025-06-23,60,20.0
6d443a86,1567ee4d,2025-06-23,90,34.5
35321b21,8b3d34f1,2025-06-24,60,23.0
b3b3a727,ef18c8b8,2025-06-24,60,18.0
f8d9b238,0ce53445,2025-06-24,60,20.0
6c4e4747,b22bf300,2025-06-24,60,23.0
d2d59148,54be4918,2025-06-24,60,18.0
2dec4325,3b55f071,2025-06-24,60,20.0
cba0864a,b87a0d16,2025-06-24,60,23.0
8dd52666,9d7448d7,2025-06-24,60,25.0
2a7fbc0a,d5147f4d,2025-06-24,60,18.0
ec86d823,d93e874c,2025-06-25,60,23.0
5de13366,ef18c8b8,2025-06-25,60,18.0
184590f3,956cdba5,2025-06-25,60,23.0
9287480b,b87a0d16,2025-06-25,60,23.0
5fbedb7e,54be4918,2025-06-25,60,18.0
b5659abd,0ce53445,2025-06-25,60,20.0
a93eb09b,3b55f071,2025-06-25,60,20.0
d698a49c,8b3d34f1,2025-06-25,60,23.0
20b84be4,d93e874c,2025-06-26,60,23.0
756457f0,b87a0d16,2025-06-26,60,23.0
e9d71fe2,0ce53445,2025-06-26,60,20.0
e2ce384a,54be4918,2025-06-26,60,18.0
f713ef4a,3b55f071,2025-06-26,60,20.0
8a5f101c,ef18c8b8,2025-06-26,60,18.0
1c29d4f7,c6a97e66,2025-06-27,60,23.0
20af0fac,b87a0d16,2025-06-27,60,23.0
d9b0b758,0ce53445,2025-06-27,60,20.0
07ad3a22,9d7448d7,2025-06-28,60,25.0
b3838329,d5147f4d,2025-06-27,60,18.0
9c8a23d5,b0e524d8,2025-06-25,60,20.0
9713a8ce,9d7448d7,2025-06-25,60,25.0
39f269a0,b0e524d8,2025-06-26,60,20.0
7f071cdc,a74a8066,2025-06-27,60,30.0
bf0ebd51,a74a8066,2025-06-28,60,30.0
a54d78ea,0ce53445,2025-06-28,60,20.0
3bd46995,d1076f9d,2025-06-30,60,20.0
184f4a3b,d93e874c,2025-06-30,60,23.0
71dbf099,956cdba5,2025-06-30,60,23.0
95f45e49,a74a8066,2025-06-29,60,30.0
fe79152f,d93e874c,2025-07-01,60,23.0
000b7bb0,b0e524d8,2025-07-01,60,20.0
b1593f9a,54be4918,2025-07-01,60,18.0
cc554c93,c6a97e66,2025-07-01,60,23.0
8f3c4d27,942560dd,2025-07-01,60,25.0
803e9987,9d7448d7,2025-07-01,60,25.0
65bb7ffc,10bf1aa5,2025-07-01,60,20.0
d7595ce8,942560dd,2025-07-02,60,25.0
f054a182,d93e874c,2025-07-02,60,23.0
beec734e,956cdba5,2025-07-02,60,23.0
174abc0c,b87a0d16,2025-07-02,60,23.0
23289e38,c0fee3c5,2025-07-02,60,25.0
623884e4,0ce53445,2025-07-02,60,20.0
b8a223bf,d1076f9d,2025-07-02,60,20.0
4e8ecf97,9d7448d7,2025-07-02,60,25.0
9df20d70,b22bf300,2025-07-02,60,23.0
a0b14a22,54be4918,2025-07-02,60,18.0
8c6e4fb7,ef18c8b8,2025-07-02,60,18.0
f47ad641,b0e524d8,2025-07-03,60,20.0
d0805854,54be4918,2025-07-03,60,18.0
96d8bd78,0ce53445,2025-07-03,60,20.0
87238442,b22bf300,2025-07-03,60,23.0
8e5211c3,9d7448d7,2025-07-03,60,25.0
f06cac0b,d1076f9d,2025-07-04,60,20.0
0fe320ad,d93e874c,2025-07-04,60,23.0
3792e667,942560dd,2025-07-04,60,25.0
61a9da4b,54be4918,2025-07-04,60,18.0
be844f0a,b87a0d16,2025-07-04,60,23.0
f53b0541,d93e874c,2025-07-05,60,23.0
201faa81,0ce53445,2025-07-05,60,20.0
0bc58a6c,87513f4f,2025-07-05,60,25.0
4a9cb46b,942560dd,2025-07-05,60,25.0
265861db,d93e874c,2025-07-06,60,23.0
8488bdf1,d93e874c,2025-07-07,60,23.0
eda9320d,0ce53445,2025-07-07,60,20.0
db082c05,b22bf300,2025-07-07,60,23.0
831756d8,d5147f4d,2025-07-07,60,18.0
6eb99c02,0ce53445,2025-07-07,60,20.0
3dfb6dec,9d7448d7,2025-07-07,60,25.0
ec2f11c8,54be4918,2025-07-07,60,18.0
1979498d,87513f4f,2025-07-07,60,25.0
3027b6e7,942560dd,2025-07-08,60,25.0
94f25e62,87513f4f,2025-07-08,60,25.0
9dacbd8f,b0e524d8,2025-07-08,60,20.0
ff8ee664,b22bf300,2025-07-08,60,23.0
5e0495c3,54be4918,2025-07-08,60,18.0
b3694f19,d5147f4d,2025-07-08,60,18.0
629cc741,b87a0d16,2025-07-08,60,23.0
d42f9633,d93e874c,2025-07-08,60,23.0
a6c5bea7,d1076f9d,2025-07-09,60,20.0
743162f5,942560dd,2025-07-09,60,25.0
6858b7c4,d93e874c,2025-07-09,60,23.0
4459fd5e,b22bf300,2025-07-09,60,23.0
64846642,54be4918,2025-07-09,60,18.0
a4e33c76,d5147f4d,2025-07-09,60,18.0
ba25ffef,b87a0d16,2025-07-09,60,23.0
ac402552,942560dd,2025-07-10,60,25.0
8c8efd60,b0e524d8,2025-07-10,60,20.0
4db4b177,b87a0d16,2025-07-10,60,23.0
bb3204eb,d5147f4d,2025-07-10,60,18.0
55d8cddf,87513f4f,2025-07-06,60,25.0
0f4bd13b,10bf1aa5,2025-07-07,60,20.0
c3c6f089,10bf1aa5,2025-07-08,30,10.0
5b1057a9,08833181,2025-07-09,60,20.0
5cfb3a34,d1076f9d,2025-07-10,30,10.0
584f3016,b22bf300,2025-07-10,60,23.0
0d378566,08833181,2025-07-10,60,20.0
aa237726,b1265051,2025-07-10,30,12.5
06dd8f37,d1076f9d,2025-07-11,60,20.0
14b1fdf4,942560dd,2025-07-11,30,12.5
